,access,bridge,geometry,highway,junction,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,width
140,,,"LINESTRING (585837.9566980517 4515385.609269893, 585847.645841097 4515380.392570182, 585964.4846726612 4515317.566600353)",secondary,,,143.472,,West 79th Street,False,68668533,,,,
141,,,"LINESTRING (585837.9566980517 4515385.609269893, 585830.2997927518 4515376.405477745, 585784.1362617061 4515316.284222996)",secondary,,,87.783,,Riverside Drive,False,439801908,,,,
142,,,"LINESTRING (586778.4491223776 4511033.524089772, 586768.4723880352 4511038.969488209, 586733.1713556222 4511058.251605137, 586710.4925176654 4511070.431809192, 586649.0673104787 4511103.408597125)",primary,,,146.855,,East 37th Street,True,"[368938760, 420872210, 5671719]",,,,
143,,,"LINESTRING (586778.4491223776 4511033.524089772, 586811.5585344885 4511096.106701992, 586815.8470875168 4511104.106156841)",primary,,,79.937,,1st Avenue,True,368938762,,,,
144,,,"LINESTRING (586625.7430843868 4511051.643691276, 586663.4342782795 4511032.289102544, 586675.6996657717 4511026.803720768, 586686.3679949038 4511023.586738214, 586697.5350979954 4511021.041740944)",motorway_link,,,78.27799999999999,,,True,46469740,,,,
145,,,,motorway_link,,,14.782,,,True,11878022,,,,
146,,,"LINESTRING (586540.916998858 4511074.089373779, 586551.0494967796 4511068.301324585, 586561.1649959269 4511062.524192533)",secondary,,,23.289,,East 36th Street,True,46334596,,,,
147,,,"LINESTRING (586540.916998858 4511074.089373779, 586553.492868783 4511073.092724632, 586563.0852795831 4511072.338800053, 586585.6870691122 4511066.729778001, 586608.550438227 4511057.526755011, 586625.7430843868 4511051.643691276)",motorway_link,,,88.173,,,True,381472452,,,,
148,,,"LINESTRING (586540.916998858 4511074.089373779, 586536.6750307931 4511066.412595914, 586515.4815513949 4511028.062245744, 586506.9398250801 4511012.585926658, 586502.3008317708 4511004.193993186)",primary,,,79.908,,2nd Avenue,True,"[421852618, 420872183]",,,,
149,,,,motorway,,3,133.076,40 mph,FDR Drive,True,32936739,,,,
150,,,"LINESTRING (586591.5985100715 4508052.914106038, 586594.1861062136 4508070.041683801, 586594.9543252616 4508075.146556802, 586604.2137841437 4508213.199368509, 586605.8991575848 4508254.05290673, 586606.0895221573 4508296.343377919, 586604.7988699754 4508323.684108541)",motorway_link,,1,271.833,40 mph,,True,46629371,,,,
151,,,"LINESTRING (586591.5985100715 4508052.914106038, 586582.4749975035 4508060.201656381, 586574.6343122342 4508065.416979725, 586563.8476280298 4508069.010315867)",primary,,,32.425,25 mph,East Houston Street,True,420629945,,,,
152,,yes,"LINESTRING (585618.5570647562 4515231.021848692, 585646.7577845217 4515268.396471816, 585663.5835945897 4515287.465098117, 585684.527592032 4515310.167484347, 585706.8484881503 4515330.55440206, 585730.4931739194 4515349.568941947, 585744.9187182734 4515359.450575598, 585764.367107524 4515372.088305601, 585778.6191966238 4515378.726130197, 585787.5703412368 4515382.571365154, 585800.2621174506 4515386.948482351, 585811.0049648376 4515389.104768679, 585827.178155066 4515391.623813583)",motorway_link,,,270.39700000000005,,,True,"[144944205, 335769524, 144944189]",,,,
153,,,"LINESTRING (585618.5570647562 4515231.021848692, 585673.8788499169 4515334.85778736, 585705.4915857647 4515396.708284959)",motorway,,3,187.256,,Henry Hudson Parkway,True,340825593,HHP;NY 9A,,,
154,,,,residential,,,140.982,,West 175th Street,True,5671406,,,,
155,,,,secondary,,,84.173,,Amsterdam Avenue,False,440122879,,,,
156,,,,secondary,,,86.212,,Amsterdam Avenue,False,440122879,,,,
157,,,,secondary,,,77.668,,Amsterdam Avenue,False,440122879,,,,
158,,yes,"LINESTRING (590003.279083674 4522226.900313624, 590007.8797173207 4522235.427663664, 590022.8188871496 4522263.155295064)",secondary,,,41.214,,Amsterdam Avenue,False,"[46591060, 196116966]",,,,
159,,,"LINESTRING (590036.7647548771 4517401.133643415, 590026.2612229304 4517408.0558575, 590019.1300705438 4517413.087301189, 590013.2685399485 4517419.166737276, 590010.7770165924 4517422.855748057, 590008.412760318 4517427.179150981, 590006.5645502319 4517431.386707893, 590005.2257063815 4517435.334004659, 590003.4775500067 4517441.718869562, 590002.8865250932 4517447.995690176, 590002.9351006569 4517454.402422608, 590004.1322146448 4517462.09992085, 590005.4848452021 4517466.723920225, 590007.2306913642 4517471.619165782, 590009.5967531642 4517477.543390671)",motorway_link,,3,91.462,,,True,68314094,,,,
160,,,"LINESTRING (590036.7647548771 4517401.133643415, 590029.2720480007 4517403.984586143, 590023.0723375368 4517405.963076117, 590016.6274058009 4517407.294641445, 590010.0606745802 4517408.236142455, 590003.371408327 4517408.154728209, 589995.6576172953 4517407.683367222, 589988.115444631 4517406.28149292, 589986.8107951296 4517406.032465173, 589976.8075831492 4517403.734661879, 589971.8878049413 4517401.754073727)",motorway_link,,2,66.58800000000001,,,True,122625738,,,,
161,,,,residential,,,15.81,,East 126th Street,True,46226327,,,,
162,,,"LINESTRING (590009.5967531642 4517477.543390671, 590034.9439083505 4517526.436488356, 590038.5315227805 4517530.421556733, 590041.7088598787 4517533.457918815, 590045.5323290909 4517536.77971256, 590049.4887577327 4517538.88185231, 590052.9454232118 4517540.45609072, 590056.9113110272 4517541.781174636)",secondary,,2,82.37,,2nd Avenue,True,46130050,,,,
163,,,,primary,,,193.006,,East 125th Street,False,46226330,,,,
164,,,"LINESTRING (589971.8878049413 4517401.754073727, 589976.5664490378 4517381.948631579, 589979.6726367307 4517374.891929645, 589982.5280376049 4517370.419058936, 589986.2641787661 4517364.979886401, 589989.3297235179 4517361.264544885, 589993.2532556828 4517357.75949018, 589997.6139491559 4517354.381884919, 590002.5113492878 4517350.577816536, 590017.7384506834 4517339.582933337)",motorway_link,,2,80.55799999999999,,,True,5669594,,,,
165,,,"LINESTRING (589971.8878049413 4517401.754073727, 589965.8068702329 4517405.06635579, 589955.2925550418 4517410.800570466)",primary,,,18.875,,East 125th Street,False,196116995,,,,
166,,,"LINESTRING (586358.8505640102 4507428.501131054, 586359.6938733396 4507409.759388853, 586343.4234384121 4507339.337710967)",motorway_link,,,91.17,40 mph,,True,5669190,,,,
167,,,"LINESTRING (586358.8505640102 4507428.501131054, 586335.4165285818 4507367.499536139, 586322.9860580667 4507335.136409868, 586240.5950834398 4507325.529619982, 586095.7057433156 4507310.11341666)",residential,,,328.281,25 mph,"['FDR Drive', 'Cherry Street']",True,"[125527384, 5670579, 226040987]",,,,
168,,,"LINESTRING (586358.8505640102 4507428.501131054, 586351.9603169989 4507431.12985527, 586332.6303833032 4507438.498764793, 586305.044032603 4507449.024601923, 586261.1486716238 4507465.777936006, 586222.2782383679 4507481.224359501, 586203.6237855074 4507488.645858029)",primary,,,166.192,25 mph,Grand Street,False,"[194923769, 420884506]",,,,
169,,,"LINESTRING (586343.4234384121 4507339.337710967, 586338.6721819541 4507328.024821536, 586323.5620604128 4507303.057860631, 586298.622593774 4507268.284405406, 586274.583698524 4507243.224802227, 586259.7849651109 4507229.952179386, 586226.181147655 4507206.469068401, 586209.3904376597 4507197.39222009, 586192.8337520515 4507189.983453101, 586173.3999049506 4507182.985391904, 586142.2801564224 4507173.986531223, 586111.3972137645 4507168.598750978)",motorway,,3,301.22700000000003,40 mph,FDR Drive,True,32936739,,,,
170,,,"LINESTRING (586019.9187539924 4507145.466507109, 586113.4288029056 4507155.877060549, 586145.640752425 4507161.768773469, 586177.8457638618 4507171.890467905, 586197.2889863047 4507178.810933776, 586215.461128794 4507186.060847778, 586232.0956155242 4507196.223904811, 586266.3576782536 4507219.770205944, 586282.1643714769 4507233.543058653, 586307.2706360643 4507261.257417044, 586333.1883155956 4507299.084277278, 586348.6681846896 4507324.943734896, 586478.1960986763 4507658.707155669, 586527.7431957014 4507791.789427849)",motorway,,3,896.3270000000001,40 mph,FDR Drive,True,32935111,,,,
171,,,"LINESTRING (585748.1967948871 4515480.736606955, 585760.5450346005 4515492.170733707, 585765.1489165728 4515494.666595853, 585768.9102586114 4515496.320023646, 585772.7736759472 4515497.175271952, 585776.4860449657 4515497.229406705, 585780.4569436027 4515496.820244252, 585784.4259684889 4515495.844845547, 585788.2087825278 4515494.19005059, 585791.6111953829 4515491.864709927, 585794.6334649946 4515488.846621444, 585796.6876116745 4515485.628570211, 585798.815624581 4515481.134612923, 585800.4118188757 4515476.656694299, 585801.094316849 4515472.379124978, 585801.4892249542 4515467.432083824, 585801.490285699 4515463.701727589, 585801.27440255 4515458.303512807, 585800.7143239822 4515453.478626058, 585799.5448102447 4515448.813207388, 585797.605089112 4515443.617051247, 585795.7255440619 4515440.508823313, 585793.1932729371 4515436.926732188, 585790.9514958282 4515434.491545378, 585787.8820070617 4515432.84612803, 585784.3411712152 4515431.095327215, 585779.6718312313 4515429.875458353, 585774.2299835603 4515429.779071166, 585750.5943345467 4515432.591575108)",motorway_link,,,154.375,,,True,5669198,,,,
172,,,"LINESTRING (585748.1967948871 4515480.736606955, 585765.837568955 4515522.61903305, 585780.1641994716 4515562.109403898, 585793.2650760008 4515603.22873579, 585812.3422554251 4515672.550609876, 585818.4375840719 4515694.137543947)",motorway,,3,225.21200000000002,,Henry Hudson Parkway,True,46546766,HHP;NY 9A,,,
173,,,,secondary,,,3.421,25 mph,Varick Street,True,421832644,,,,
174,,,"LINESTRING (583936.0193919739 4508571.007846352, 583926.5351485222 4508574.641910963, 583925.5849979444 4508575.008629169, 583917.2261314838 4508578.466705803, 583910.2138505351 4508581.606965306, 583905.4017596728 4508584.383551301, 583898.7664211069 4508588.549478306, 583892.9094417613 4508592.602093301, 583888.4686144263 4508596.160036073, 583884.4247214814 4508599.722471299, 583879.589424078 4508604.552697271, 583875.6605433132 4508609.148932117, 583869.7629169028 4508616.798181376, 583867.1305728537 4508621.020510784, 583864.4895697675 4508626.008787189, 583862.4948055036 4508630.61579944, 583861.4091212101 4508635.499542542, 583857.7654419736 4508649.236029622)",motorway_link,,,116.85799999999999,25 mph,,True,5669205,,,,
175,,,"LINESTRING (586591.3213783697 4508297.325568859, 586581.2032218568 4508266.110206881, 586577.1818929389 4508229.981146066, 586572.4284552446 4508217.491207925)",motorway_link,,,82.643,40 mph,,True,32935868,,,,
176,,,"LINESTRING (586591.3213783697 4508297.325568859, 586585.1773129031 4508229.585985608, 586573.3723265976 4508080.179260303, 586568.7711587276 4508028.578105832, 586566.6587664412 4508014.153917176, 586564.0146584222 4507992.451593084, 586560.6778505994 4507967.854619369, 586555.8965757098 4507942.530253055, 586551.8333436117 4507917.924809954, 586542.811918457 4507883.14743264, 586534.4577258838 4507853.440449066, 586514.1510457334 4507791.808524859)",motorway,,3,514.1179999999999,40 mph,FDR Drive,True,"[432550169, 32936738, 32936739]",,,yes,
177,,,,primary,,,152.038,,East 57th Street,False,421851200,,,,
178,,,"LINESTRING (587404.2304467988 4512517.327607104, 587424.9072452905 4512552.910262022, 587445.8985906843 4512591.150146384)",primary,,,84.832,,Queensboro Bridge Approach (Upper Roadway),True,32947291,,,,
179,,,"LINESTRING (587404.2304467988 4512517.327607104, 587372.1400934306 4512534.668258207, 587337.0589370937 4512553.650224277)",primary,,4,76.262,,East 57th Street,False,"[421851201, 375165665]",,,,
180,,,"LINESTRING (587445.8985906843 4512591.150146384, 587454.6458700637 4512586.745891687, 587566.9631263249 4512526.377432382, 587578.8661577888 4512519.978908448)",residential,,2,150.619,,East 58th Street,True,46211836,,,,
181,,,"LINESTRING (587445.8985906843 4512591.150146384, 587449.2337187477 4512597.540041252, 587453.6091845052 4512605.90732954, 587465.3422869538 4512633.179912252)",motorway_link,,2,46.381,,,True,46419222,,,,
182,,yes,"LINESTRING (587736.8603804305 4512587.663281457, 587703.38603705 4512609.193895752, 587630.7420209192 4512649.912202118, 587546.8872902391 4512697.115651954, 587541.8080307534 4512700.452920393, 587537.5257888848 4512704.210397852, 587535.6739499476 4512708.041011794, 587534.5966021303 4512712.768964584, 587534.7720643597 4512715.779764192, 587535.3530733114 4512718.762050097, 587536.2524226314 4512721.237392382, 587537.1572818984 4512723.246502926)",motorway_link,,1,250.82199999999995,25 mph,,True,"[32947517, 32947558]",,,,
183,,yes,"LINESTRING (587736.8603804305 4512587.663281457, 587627.9050176849 4512644.960311739, 587522.5952623431 4512702.512927155)",motorway,,2,242.788,25 mph,"['Queensboro Bridge lower level', 'Ed Koch Queensboro Bridge Lower Level']",True,"[539018144, 198595507]",NY 25,,,
184,,,,secondary,,4,83.089,,7th Avenue,True,496986970,,,,
185,,,"LINESTRING (586163.762377733 4513379.904747522, 586154.698995141 4513384.784204632, 586131.8914085547 4513397.108835989, 586119.1154355952 4513404.043478809, 585998.7808772699 4513469.391691519)",secondary,,,187.44,,Central Park South,False,"[195743152, 420899373]",,,,
186,,,"LINESTRING (586163.762377733 4513379.904747522, 586171.5348949614 4513375.698619171, 586283.8978773967 4513315.234063905, 586331.9083451917 4513289.403559696, 586358.21901623 4513274.966540757, 586363.9785200162 4513271.847360112, 586389.3357426578 4513258.109874088, 586406.3001230248 4513248.915284506)",secondary,,,275.284,,Central Park South,False,"[420899371, 196116988, 420899372]",,,,
187,,,"LINESTRING (586191.0281307753 4513476.978328183, 586198.1180908049 4513465.414582904, 586200.8135940123 4513452.844888835, 586198.1345625396 4513439.346650548, 586172.0720726623 4513395.544618568, 586171.0068373868 4513393.511609582, 586163.762377733 4513379.904747522)",unclassified,,,108.951,,7th Avenue,True,22946967,,,,
188,,,"LINESTRING (586191.0281307753 4513476.978328183, 586206.9058298429 4513466.804752458, 586222.06725923 4513457.255698369, 586238.1101276122 4513448.127724148, 586264.839073377 4513433.950613935, 586282.6660584102 4513426.74200756, 586303.1645378065 4513420.630398048, 586319.3938811631 4513417.244643456, 586334.3709830235 4513416.286823264, 586348.9798672699 4513415.779932446, 586361.4408496193 4513418.500984746)",unclassified,,,184.76400000000004,,Center Drive,True,128578946,,,,
189,,,,motorway_link,,3,79.693,,,True,46419221,,,,
190,,,"LINESTRING (587612.1740498586 4512864.344658362, 587718.7996767927 4512806.753419304, 587731.1435522911 4512800.171627982)",tertiary,,,134.994,,East 62nd Street,True,46211828,,,,
191,,,"LINESTRING (586647.7751619392 4510219.411248658, 586617.4839742187 4510164.500865044, 586586.2302829189 4510110.256614568)",motorway,,3,125.39699999999999,,FDR Drive,True,33117933,,,,
192,,,"LINESTRING (584522.3179770372 4512463.041067571, 584499.0967545316 4512466.495347264, 584474.7459930548 4512472.02402656)",motorway_link,,1,48.347,,,True,"[223694352, 273895447]",,,,
193,,,,secondary,,,81.57,,Galvin Avenue,True,5669227,,,,
194,,,"LINESTRING (584664.3945925895 4512531.232450128, 584651.0054633338 4512537.89615674, 584507.2661964666 4512613.947824952)",unclassified,,,177.333,,West 41st Street,True,"[46435657, 46482539]",,,,
195,,,,unclassified,,,99.562,,West 39th Street,True,46432183,,,,
196,,,"LINESTRING (584675.4817387677 4512348.583875509, 584688.7999258052 4512373.260867945, 584711.2943139405 4512414.940358697)",primary,,,75.458,25 mph,10th Avenue,True,496986803,,,,69.6 ft
197,,,"LINESTRING (589095.3671498507 4514881.214499076, 589096.7864544569 4514874.081630634, 589098.0690889558 4514869.88925669, 589099.7449828183 4514865.97917754, 589102.6707751476 4514860.596422685, 589115.554867101 4514841.222398774)",motorway_link,,,45.341,,,True,32961932,,,,
198,,,"LINESTRING (589095.3671498507 4514881.214499076, 589095.7046825343 4514886.125829009, 589095.3871049635 4514890.773917227, 589094.6662292958 4514895.272819206, 589092.9270629418 4514906.543037982, 589087.7916893939 4514930.728892749)",secondary,,,50.342,,FDR Drive,False,46240376,,,,
199,,,"LINESTRING (589095.3671498507 4514881.214499076, 589093.9082630033 4514876.211953608, 589092.5951160565 4514871.721873879, 589090.4751001376 4514866.955623993, 589079.2617387099 4514845.692763659)",secondary,,,39.179,,York Avenue,False,478478415,,,,
200,,,,secondary,,,32.073,,East 96th Street,True,485139335,,,,
201,,,"LINESTRING (589124.7475130392 4515187.950545965, 589128.3046000894 4515196.009332759, 589132.6188910812 4515201.457070243, 589135.9349501689 4515206.404280452, 589140.6994483077 4515215.110455111, 589147.9632407579 4515228.609679307, 589155.9052433944 4515241.850624278, 589164.962604341 4515254.272335816, 589173.3676382042 4515264.099334289, 589182.7146171518 4515274.892503163, 589193.8540028606 4515286.106975483, 589204.1711275053 4515296.223516211, 589215.1783815641 4515306.492723852, 589226.8875401092 4515315.937730029, 589241.4442237612 4515327.881833604, 589261.9168170688 4515350.999752868)",motorway_link,,,215.04399999999998,,,True,46240379,,,,
